,Rk,Team,Conf,W-L,AdjEM,AdjO,Unnamed: 6,AdjD,Unnamed: 8,AdjT,Unnamed: 10,Luck,Unnamed: 12,AdjEM.1,Unnamed: 14,OppO,Unnamed: 16,OppD,Unnamed: 18,AdjEM.2,Unnamed: 20
188,189,UTSA,Slnd,19-13,-2.26,102.0,188,104.3,202,68.9,45,0.056,40,-2.94,218,101.0,241,104.0,203,-4.67,271
189,190,Stony Brook,AE,16-14,-2.36,98.2,245,100.6,124,62.8,273,-0.069,318,-7.87,313,97.7,316,105.6,278,-9.94,338
190,191,Manhattan,MAAC,16-14,-2.42,97.6,254,100.0,109,65.4,167,0.016,125,-4.01,250,99.2,285,103.3,177,-7.27,311
191,192,San Jose St.,WAC,13-17,-2.64,101.6,196,104.2,197,66.2,133,0.014,133,0.61,143,103.5,141,102.9,164,-1.59,197
192,193,Idaho St.,BSky,13-19,-2.64,102.7,167,105.4,225,62.6,281,-0.027,242,1.48,121,104.7,98,103.2,174,11.13,11
193,194,The Citadel,SC,20-13,-2.72,102.6,173,105.3,223,61.7,307,0.042,65,-6.82,304,100.4,260,107.2,337,-4.1,254
194,195,Iona,MAAC,2023-12-19 00:00:00,-2.73,96.0,277,98.7,85,63.8,236,-0.065,311,-1.2,182,101.1,235,102.3,142,0.03,156
195,196,Liberty,BSth,23-12,-2.79,105.2,126,108.0,274,65.1,175,0.069,24,-5.43,278,100.0,271,105.4,267,3.14,86
196,197,Missouri St.,MVC,2023-11-20 00:00:00,-2.83,99.4,230,102.3,159,62.2,296,-0.043,281,1.6,119,103.7,133,102.1,132,-2.6,223
197,198,Georgia,SEC,2023-12-20 00:00:00,-2.95,95.4,283,98.3,76,68.1,64,-0.005,177,4.82,75,105.0,92,100.2,64,-5.86,297
198,199,Southeastern Louisiana,Slnd,13-17,-2.97,100.5,216,103.5,181,65.1,180,-0.112,343,-1.22,184,100.9,245,102.1,134,5.95,40
199,200,Alabama St. 16,SWAC,22-10,-2.97,100.7,214,103.6,184,63.6,249,0.025,104,-11.71,340,95.4,339,107.2,333,9.21,20
200,201,Cal St. Fullerton,BW,15-17,-3.24,105.6,121,108.8,287,67.2,90,0.017,121,-1.14,181,102.9,168,104.0,205,0.94,129
201,202,Northern Colorado,BSky,14-18,-3.34,103.3,155,106.7,253,66.5,118,-0.075,325,-2.86,215,102.4,189,105.3,258,-0.38,168
202,203,Indiana St.,MVC,2023-11-21 00:00:00,-3.36,102.6,172,105.9,237,63.3,261,0.007,149,2.67,103,103.8,128,101.1,89,-0.54,177
203,204,Denver,SB,15-16,-3.5,102.7,168,106.2,243,56.1,344,-0.034,269,-5.11,272,101.1,238,106.2,309,-2.26,214
204,205,SMU,CUSA,2023-09-21 00:00:00,-3.52,101.6,199,105.1,218,63.6,247,-0.069,317,3.24,95,104.4,104,101.2,94,-3.41,242
205,206,DePaul,BE,2023-09-24 00:00:00,-3.72,102.0,190,105.8,233,64.6,205,-0.016,215,9.38,32,108.4,22,99.0,35,-2.32,217
206,207,Fresno St.,WAC,13-21,-3.78,99.7,227,103.5,182,66.5,115,-0.043,279,-0.15,166,103.7,134,103.8,199,-3.0,230
207,208,Texas St.,Slnd,14-16,-3.89,102.4,178,106.3,245,73.9,4,-0.078,328,-3.07,222,101.3,230,104.4,224,-3.55,247
208,209,Indiana,B10,2023-06-25 00:00:00,-3.92,99.1,231,103.0,174,65.4,164,-0.03,253,11.49,3,109.1,9,97.6,7,4.29,63
209,210,Lamar,Slnd,15-15,-3.96,100.4,220,104.4,204,66.4,120,0.032,85,-0.08,162,102.5,184,102.6,150,5.62,47
210,211,Delaware,CAA,13-19,-3.98,102.7,170,106.6,251,67.0,99,-0.011,196,-1.93,203,100.3,265,102.2,137,-4.68,272
211,212,South Dakota St.,Sum,13-20,-4.0,104.9,135,108.9,289,64.6,207,-0.043,280,-0.01,160,104.1,119,104.1,209,2.66,94
212,213,Chattanooga 16,SC,18-17,-4.04,104.3,142,108.4,283,69.5,33,0.041,69,-3.37,235,102.1,200,105.5,270,12.4,7
213,214,Hawaii,WAC,13-17,-4.17,97.2,265,101.3,138,63.9,232,-0.03,252,-3.56,242,101.9,211,105.5,273,-9.88,336
214,215,East Carolina,CUSA,13-17,-4.19,110.4,61,114.6,339,64.7,199,-0.02,229,2.18,113,104.1,117,101.9,124,0.06,154
215,216,IPFW,Sum,13-17,-4.29,102.5,177,106.8,257,65.3,170,0.024,108,0.72,141,104.1,116,103.4,182,7.31,28
216,217,UC Irvine,BW,2023-12-19 00:00:00,-4.39,104.1,145,108.5,284,62.7,278,-0.005,179,-1.69,195,102.5,182,104.2,219,-0.42,172
217,218,Mercer,ASun,17-15,-4.4,105.2,127,109.6,295,67.4,82,0.062,32,-2.47,208,100.9,248,103.3,179,7.4,27
218,219,UC Riverside,BW,17-13,-4.68,97.5,258,102.2,156,59.9,328,0.096,6,-3.28,232,102.3,193,105.6,281,-4.69,274
219,220,UC Davis,BW,13-19,-4.81,105.2,125,110.0,300,69.4,35,-0.056,304,-3.53,241,101.3,231,104.8,240,-5.62,293
220,221,Loyola MD,MAAC,2023-12-20 00:00:00,-5.05,102.8,166,107.8,272,65.6,156,0.007,147,0.08,157,101.7,214,101.6,113,3.71,73
221,222,Wofford,SC,16-14,-5.14,106.3,109,111.4,317,61.9,302,0.06,35,-4.9,266,101.0,240,105.9,299,3.5,75
222,223,Youngstown St.,Horz,2023-11-19 00:00:00,-5.19,101.5,201,106.7,256,65.7,153,0.023,110,1.16,129,102.3,195,101.1,90,-0.86,180
223,224,Navy,Pat,19-11,-5.2,98.7,234,103.9,190,68.7,50,0.042,66,-9.11,322,96.5,330,105.6,279,-7.18,307
224,225,Arkansas St.,SB,13-17,-5.23,95.9,279,101.1,134,64.3,215,-0.069,316,-3.42,237,102.0,207,105.5,269,-0.01,158
225,226,Valparaiso,Horz,2023-09-22 00:00:00,-5.27,99.7,228,105.0,215,63.2,263,-0.074,323,3.85,87,103.8,127,100.0,59,5.71,45
226,227,Southern Utah,Sum,2023-11-20 00:00:00,-5.39,102.1,186,107.5,266,62.7,276,-0.048,287,0.06,159,104.5,103,104.4,225,3.44,80
227,228,Georgia St.,CAA,2023-12-20 00:00:00,-5.6,98.7,236,104.3,201,60.1,325,-0.031,254,-0.08,163,102.0,210,102.0,129,-0.79,179
228,229,Loyola Chicago,Horz,14-18,-5.69,99.9,225,105.6,228,63.8,238,0.046,57,-0.5,171,101.6,218,102.1,133,-6.04,300
229,230,Air Force,MWC,2023-10-21 00:00:00,-5.7,98.6,237,104.3,203,57.8,339,-0.09,332,2.3,111,104.9,94,102.6,155,-12.06,342
230,231,McNeese St.,Slnd,2023-11-18 00:00:00,-5.88,94.1,295,100.0,110,64.8,195,-0.088,331,-3.45,238,100.7,250,104.1,214,-1.13,187
231,232,Gardner Webb,BSth,13-17,-5.9,101.6,200,107.5,267,68.5,54,-0.05,295,-3.32,234,101.4,223,104.8,238,10.36,14
232,233,Chicago St.,ind,19-13,-6.02,106.0,112,112.0,321,74.2,3,0.015,127,-10.5,334,96.7,328,107.2,334,-2.74,224
233,234,William & Mary,CAA,2023-10-20 00:00:00,-6.08,96.5,271,102.5,166,60.9,315,-0.094,334,-1.72,197,102.0,206,103.8,196,-5.49,291
234,235,Rice,CUSA,2023-10-22 00:00:00,-6.1,100.4,219,106.5,249,63.5,258,0.01,144,3.12,97,105.6,71,102.5,143,1.8,111
235,236,Montana St.,BSky,15-17,-6.11,100.9,211,107.0,260,64.8,194,0.058,39,-0.69,175,103.4,143,104.1,212,3.27,82
236,237,Canisius,MAAC,2023-11-20 00:00:00,-6.13,93.9,300,100.0,111,66.5,117,-0.018,224,-0.64,174,101.6,219,102.2,138,-0.32,166
237,238,Tennessee Tech,OVC,2023-12-18 00:00:00,-6.35,98.1,246,104.4,207,71.4,13,-0.078,329,-3.4,236,103.0,161,106.4,313,-1.05,186
238,239,Northern Arizona,BSky,2023-08-19 00:00:00,-6.47,101.8,195,108.3,281,62.2,297,-0.132,344,0.28,151,104.3,106,104.0,206,9.85,16
239,240,Ball St.,MAC,14-17,-6.5,95.2,286,101.7,144,60.6,320,0.026,101,-4.45,257,99.0,289,103.5,187,-2.2,211
240,241,Western Carolina,SC,16-15,-6.58,100.7,212,107.3,262,67.7,73,0.051,53,-4.92,268,101.9,213,106.8,328,5.69,46
241,242,Campbell,ASun,14-16,-6.61,96.0,276,102.6,169,68.7,49,-0.053,300,-5.94,288,101.0,242,106.9,330,-5.18,284
242,243,LIU Brooklyn,NEC,16-14,-6.74,100.6,215,107.4,263,67.4,83,-0.035,271,-10.91,337,96.3,332,107.2,335,-8.17,322
243,244,San Francisco,WCC,2023-11-19 00:00:00,-6.93,104.1,146,111.0,312,64.6,208,0.033,81,1.88,114,103.4,145,101.5,108,3.72,72
244,245,Yale,Ivy,13-15,-6.95,95.3,285,102.2,158,65.4,161,-0.015,209,-5.77,284,98.7,295,104.5,227,-0.95,185
245,246,Albany,AE,15-16,-6.99,97.3,261,104.3,199,64.3,217,0.046,59,-4.91,267,100.3,266,105.2,254,-3.46,244
246,247,Jackson St.,SWAC,18-15,-7.1,98.1,247,105.2,222,67.8,69,0.059,38,-8.5,318,97.6,320,106.1,305,13.97,3
247,248,Western Michigan,MAC,2023-10-21 00:00:00,-7.26,98.3,244,105.6,229,63.6,252,-0.087,330,-3.95,249,98.9,292,102.8,163,-1.37,192
248,249,Centenary,Sum,2023-08-23 00:00:00,-7.3,95.9,281,103.2,177,66.0,138,-0.048,291,1.41,123,105.5,72,104.1,210,6.48,37
249,250,Samford,SC,16-16,-7.34,101.4,206,108.8,286,57.8,338,0.017,122,-5.67,283,101.1,237,106.8,326,3.13,87
250,251,Marist,MAAC,2023-10-23 00:00:00,-7.65,94.5,291,102.1,155,66.8,104,-0.056,306,-1.38,186,100.5,258,101.9,125,-2.39,219
251,252,Central Michigan,MAC,2023-12-19 00:00:00,-7.71,99.0,233,106.7,255,62.5,283,-0.024,237,-5.01,270,98.5,300,103.5,189,-2.04,208
252,253,Eastern Washington,BSky,2023-12-18 00:00:00,-7.74,97.7,251,105.4,226,63.6,251,0.051,51,-0.57,172,103.6,139,104.1,211,5.81,43
253,254,Harvard,Ivy,14-14,-7.76,102.4,180,110.1,302,65.1,177,0.041,68,-6.38,296,98.0,311,104.4,226,-2.98,229
254,255,Presbyterian,BSth,2023-12-17 00:00:00,-7.84,93.7,301,101.6,142,60.4,323,0.044,61,-2.58,212,101.6,216,104.2,218,9.42,18
255,256,Jacksonville St.,OVC,2023-11-17 00:00:00,-7.87,100.4,217,108.3,280,64.3,219,-0.033,265,-2.65,214,103.4,146,106.0,304,3.07,88
256,257,Stetson,ASun,13-17,-7.87,96.2,273,104.0,193,67.2,92,0.015,130,-2.56,211,100.8,249,103.4,183,14.92,2
257,258,Towson,CAA,2023-12-22 00:00:00,-7.99,101.2,209,109.2,293,65.7,154,0.03,92,-0.01,161,101.3,233,101.3,99,-1.23,188
258,259,Louisiana Lafayette,SB,2023-10-20 00:00:00,-8.03,97.3,260,105.4,224,66.0,142,-0.046,284,-2.3,206,102.2,196,104.5,230,4.41,60
259,260,Appalachian St.,SC,13-18,-8.1,101.5,203,109.6,296,69.7,26,-0.005,175,-5.31,277,101.1,239,106.4,312,2.23,104
260,261,New Hampshire,AE,14-16,-8.46,97.2,264,105.6,230,62.1,300,0.043,62,-5.14,274,99.9,274,105.1,251,-5.08,283
261,262,UMBC,AE,15-17,-8.56,101.9,191,110.5,306,63.6,248,0.092,9,-3.24,230,100.6,253,103.8,200,-0.89,183
262,263,UNC Asheville,BSth,15-16,-8.64,102.1,185,110.7,309,67.7,71,0.065,30,-3.5,239,101.1,236,104.6,233,13.06,5
263,264,Princeton,Ivy,13-14,-8.72,95.5,282,104.3,198,57.6,342,-0.034,268,-9.17,323,96.7,327,105.9,297,-8.95,329
264,265,Lehigh,Pat,15-14,-8.84,93.9,298,102.8,171,66.0,141,-0.016,214,-10.4,332,94.9,342,105.3,262,-11.69,341
265,266,FIU,SB,13-20,-8.84,97.3,262,106.1,240,64.2,221,0.049,55,-1.44,188,103.3,149,104.7,237,3.95,69
266,267,Coppin St.,MEAC,13-19,-9.12,98.4,242,107.6,268,64.5,214,0.005,151,-4.9,265,98.2,308,103.1,171,13.05,6
267,268,Eastern Illinois,OVC,2023-12-18 00:00:00,-9.29,97.5,257,106.8,258,61.6,308,-0.01,191,-3.9,247,102.9,167,106.8,327,-2.55,221
268,269,Cal Poly,BW,2023-07-21 00:00:00,-9.52,97.6,252,107.1,261,65.1,179,-0.1,337,-3.07,223,102.7,177,105.7,288,-5.44,288
269,270,Detroit,Horz,2023-07-23 00:00:00,-9.54,91.4,319,101.0,132,63.9,233,-0.004,171,2.95,100,103.9,125,101.0,85,1.6,116
270,271,Saint Peter's,MAAC,2023-11-19 00:00:00,-9.56,93.6,303,103.2,176,62.6,279,0.024,109,-3.67,243,99.7,278,103.4,185,-8.82,328
271,272,Cal St. Bakersfield,ind,2023-08-21 00:00:00,-9.69,100.1,221,109.8,299,64.8,193,0.011,141,-1.0,176,103.1,157,104.1,208,-0.86,182
272,273,Penn,Ivy,2023-10-18 00:00:00,-9.7,96.1,274,105.8,235,67.2,88,-0.032,258,-5.05,271,99.1,288,104.1,215,0.34,146
273,274,Tennessee St.,OVC,2023-12-18 00:00:00,-9.86,101.6,198,111.4,316,68.6,53,0.059,37,-3.04,220,102.1,203,105.1,252,-0.39,169
274,275,Hampton,MEAC,16-16,-9.99,86.3,339,96.3,55,63.5,257,0.029,94,-8.77,320,97.0,325,105.7,289,-1.64,199
275,276,South Carolina St.,MEAC,17-14,-10.24,96.4,272,106.6,250,68.5,56,-0.014,207,-11.92,341,93.9,343,105.8,294,-4.07,252
276,277,Wagner,NEC,16-14,-10.42,97.6,255,108.0,276,66.5,119,0.056,42,-11.18,338,95.9,338,107.1,332,-13.35,344
277,278,Winthrop,BSth,2023-11-19 00:00:00,-10.61,92.0,315,102.6,168,61.7,306,0.033,80,-3.11,225,102.4,187,105.5,275,7.54,26
278,279,Quinnipiac,NEC,15-16,-10.81,97.2,263,108.0,278,64.6,206,0.027,99,-9.85,329,98.1,310,107.9,342,-9.86,335
279,280,Columbia,Ivy,2023-12-16 00:00:00,-10.85,90.9,326,101.7,146,64.2,225,-0.024,238,-9.19,324,97.3,323,106.5,318,-9.33,330
280,281,UMKC,Sum,2023-07-24 00:00:00,-10.9,99.4,229,110.4,304,65.5,157,-0.003,168,-0.14,164,104.0,120,104.2,217,2.12,106
281,282,New Orleans,SB,2023-11-19 00:00:00,-11.32,91.8,317,103.1,175,65.4,163,0.068,26,-4.3,256,101.4,225,105.7,287,-4.56,268
282,283,USC Upstate,ASun,2023-09-21 00:00:00,-11.44,93.4,306,104.8,211,62.6,282,-0.029,249,-2.03,205,102.1,201,104.1,213,7.64,25
283,284,Coastal Carolina,BSth,2023-11-20 00:00:00,-11.55,96.1,275,107.6,269,66.2,132,-0.049,293,-5.77,285,100.2,268,106.0,300,-1.58,194
284,285,Florida Atlantic,SB,2023-06-26 00:00:00,-11.58,101.5,204,113.1,332,64.1,227,-0.075,324,-1.0,177,102.7,176,103.7,193,2.45,99
285,286,Prairie View A&M,SWAC,17-16,-11.72,94.4,292,106.1,241,67.0,100,0.013,137,-9.82,328,97.4,322,107.3,338,10.94,12
286,287,Bethune Cookman,MEAC,17-16,-11.76,89.5,333,101.3,136,59.8,329,0.012,138,-10.45,333,96.1,333,106.6,322,-2.18,210
287,288,Central Connecticut,NEC,13-17,-11.95,97.7,250,109.7,297,63.6,250,0.033,83,-7.7,312,99.5,282,107.2,336,-3.03,232
288,289,Northern Illinois,MAC,2023-10-20 00:00:00,-12.27,94.6,290,106.9,259,68.9,46,-0.049,294,-6.05,291,99.0,290,105.1,250,-7.5,315
289,290,Army,Pat,2023-11-19 00:00:00,-12.46,88.3,337,100.7,128,62.8,270,-0.033,264,-8.81,321,97.2,324,106.0,303,-9.41,331
290,291,Elon,SC,2023-11-20 00:00:00,-12.5,94.9,289,107.4,265,63.9,229,0.027,97,-3.7,244,103.0,160,106.7,324,6.18,38
291,292,Louisiana Monroe,SB,2023-10-20 00:00:00,-12.94,97.1,266,110.1,301,67.3,85,0.056,43,-2.54,210,100.5,257,103.0,167,0.72,135
292,293,Bucknell,Pat,2023-07-23 00:00:00,-13.02,93.4,305,106.4,248,67.3,87,-0.029,248,-4.02,251,99.1,287,103.2,172,0.09,152
293,294,Pepperdine,WCC,2023-09-23 00:00:00,-13.04,92.7,310,105.7,232,66.5,113,0.04,71,2.36,108,104.2,107,101.9,127,3.17,85
294,295,Florida Gulf Coast,ASun,2023-11-20 00:00:00,-13.17,92.3,312,105.5,227,69.2,38,0.026,103,-4.75,264,100.5,259,105.2,257,-0.28,164
295,296,Maine,AE,2023-09-21 00:00:00,-13.17,97.6,253,110.8,311,64.3,218,-0.022,233,-5.11,273,99.8,277,104.9,245,-4.12,255
296,297,Western Illinois,Sum,2023-09-20 00:00:00,-13.2,97.4,259,110.6,308,58.5,336,0.021,115,-3.24,228,102.5,183,105.7,290,-7.29,312
297,298,Toledo,MAC,2023-07-25 00:00:00,-13.31,92.6,311,105.9,236,64.9,188,0.01,142,0.34,149,102.1,205,101.7,118,5.74,44
298,299,North Carolina A&T,MEAC,16-16,-13.45,91.5,318,105.0,214,69.7,27,0.054,46,-9.55,325,96.1,335,105.6,282,0.71,136
299,300,SIU Edwardsville,ind,2023-03-12 00:00:00,-13.72,91.2,323,104.9,213,69.5,34,0.028,95,4.45,81,105.9,67,101.4,105,4.45,59
300,301,St. Francis NY,NEC,2023-10-20 00:00:00,-13.74,96.0,278,109.7,298,66.2,131,0.021,114,-6.75,301,98.7,294,105.5,272,-1.83,204
301,302,Arkansas Pine Bluff,SWAC,13-18,-13.77,88.0,338,101.7,145,69.7,30,0.082,17,-6.85,305,98.5,299,105.4,265,15.6,1
302,303,Brown,Ivy,2023-09-19 00:00:00,-13.78,95.3,284,109.1,292,64.2,222,-0.015,211,-5.86,286,98.7,296,104.6,231,-2.29,215
303,304,Norfolk St.,MEAC,14-18,-13.91,97.5,256,111.4,315,70.0,24,0.012,139,-10.67,336,95.2,340,105.9,296,-4.47,267
304,305,UNC Wilmington,CAA,2023-07-25 00:00:00,-14.59,99.1,232,113.7,335,70.6,17,0.03,91,0.63,142,103.2,150,102.6,153,-0.08,159
305,306,High Point,BSth,2023-09-21 00:00:00,-14.72,91.0,324,105.7,231,63.5,253,-0.027,243,-5.92,287,100.6,254,106.5,316,-2.21,212
306,307,Georgia Southern,SC,2023-08-22 00:00:00,-14.75,98.0,248,112.7,327,68.9,48,-0.016,216,-3.06,221,103.1,156,106.1,307,9.54,17
307,308,Eastern Michigan,MAC,2023-08-24 00:00:00,-14.97,90.2,329,105.1,221,61.2,313,0.001,161,-1.7,196,100.6,252,102.3,141,3.45,79
308,309,Colgate,Pat,2023-10-20 00:00:00,-15.1,90.7,328,105.8,234,60.9,316,0.006,150,-7.14,308,98.0,312,105.2,253,-7.13,306
309,310,Charleston Southern,BSth,2023-09-20 00:00:00,-15.63,96.5,270,112.1,322,65.0,183,-0.005,176,-5.47,280,100.1,270,105.5,274,1.08,125
310,311,Longwood,ind,17-14,-15.67,96.8,269,112.4,326,73.8,5,0.089,13,-12.4,344,95.2,341,107.6,340,-5.99,299
311,312,Savannah St.,ind,15-14,-15.76,86.0,340,101.8,148,63.4,260,0.122,4,-6.14,293,99.7,280,105.8,293,-0.9,184
312,313,Hartford,AE,2023-07-26 00:00:00,-15.94,92.1,314,108.0,279,63.4,259,-0.019,227,-2.62,213,101.5,220,104.2,216,1.31,122
313,314,Dartmouth,Ivy,2023-09-19 00:00:00,-16.08,92.8,309,108.8,288,64.5,212,0.022,113,-7.93,315,97.5,321,105.4,266,-7.42,314
314,315,Northwestern St.,Slnd,2023-11-20 00:00:00,-16.18,91.8,316,108.0,275,74.8,2,0.062,33,-2.93,217,100.6,251,103.6,190,-2.17,209
315,316,Delaware St.,MEAC,2023-08-24 00:00:00,-16.53,97.1,267,113.6,333,58.2,337,-0.056,307,-4.66,262,98.4,304,103.1,169,11.78,8
316,317,Lafayette,Pat,2023-08-22 00:00:00,-17.09,95.1,287,112.2,323,68.4,57,0.032,84,-6.61,299,97.6,318,104.2,220,-6.17,301
317,318,Central Arkansas,Slnd,2023-10-19 00:00:00,-17.11,94.3,294,111.4,314,64.6,202,0.027,98,-2.87,216,100.4,261,103.2,176,-1.63,198
318,319,Houston Baptist,ind,2023-05-25 00:00:00,-18.16,95.9,280,114.1,336,70.3,20,-0.051,297,0.44,147,103.5,140,103.0,168,3.77,71
319,320,Texas Southern,SWAC,2023-07-25 00:00:00,-18.64,93.2,307,111.9,320,66.8,105,-0.031,255,-6.75,302,98.8,293,105.5,276,11.48,10
320,321,Fordham,A10,2023-03-25 00:00:00,-18.68,93.2,308,111.9,319,66.7,108,-0.014,205,1.76,117,103.4,147,101.6,112,-5.05,282
321,322,Texas Pan American,ind,2023-10-17 00:00:00,-18.68,93.7,302,112.3,325,62.6,280,0.001,160,-8.35,316,97.7,315,106.1,306,2.99,90
322,323,Loyola Marymount,WCC,2023-03-28 00:00:00,-18.69,89.2,335,107.9,273,64.2,224,0.005,152,2.45,106,104.6,99,102.2,135,2.45,98
323,324,UNC Greensboro,SC,2023-05-25 00:00:00,-18.85,93.5,304,112.3,324,64.9,189,-0.028,246,-3.24,229,102.7,174,106.0,301,4.24,66
324,325,Mississippi Valley St.,SWAC,2023-07-25 00:00:00,-18.88,94.0,297,112.9,328,66.3,124,-0.048,292,-6.4,298,98.6,298,105.0,248,11.74,9
325,326,Monmouth,NEC,2023-08-23 00:00:00,-19.1,93.9,299,113.0,330,64.0,228,-0.006,182,-7.88,314,98.5,301,106.4,314,-5.01,280
326,327,Furman,SC,2023-06-24 00:00:00,-19.21,91.3,321,110.5,305,63.8,237,-0.026,240,-3.91,248,102.8,171,106.7,323,4.26,64
327,328,St. Francis PA,NEC,2023-06-23 00:00:00,-19.29,94.4,293,113.7,334,62.3,292,-0.016,213,-6.05,290,99.7,279,105.8,292,1.09,124
328,329,Howard,MEAC,2023-08-23 00:00:00,-19.82,90.9,325,110.8,310,65.4,166,0.0,165,-8.45,317,96.9,326,105.4,263,-1.59,196
329,330,Florida A&M,MEAC,2023-10-21 00:00:00,-19.87,90.7,327,110.5,307,66.2,134,0.083,15,-6.76,303,97.9,314,104.6,234,5.0,52
330,331,Southern,SWAC,2023-08-23 00:00:00,-19.91,91.2,322,111.2,313,64.8,197,-0.039,275,-11.51,339,96.0,337,107.5,339,-0.1,160
331,332,North Florida,ASun,2023-08-22 00:00:00,-20.03,89.3,334,109.4,294,62.1,298,0.015,131,-4.27,255,100.5,256,104.8,239,-0.46,174
332,333,Bryant,ind,2023-08-21 00:00:00,-20.61,94.0,296,114.6,340,61.0,314,0.027,96,-6.04,289,98.5,303,104.5,228,-4.14,256
333,334,Alabama A&M,SWAC,2023-08-19 00:00:00,-20.67,86.0,341,106.7,252,70.2,21,-0.012,200,-12.18,342,96.1,334,108.3,343,9.37,19
334,335,Fairleigh Dickinson,NEC,2023-07-23 00:00:00,-21.55,91.4,320,112.9,329,67.8,68,0.041,70,-6.23,294,99.9,275,106.1,308,2.32,102
335,336,Southeast Missouri St.,OVC,2023-03-27 00:00:00,-21.81,95.0,288,116.8,341,69.7,28,-0.017,218,-3.1,224,102.8,170,105.9,295,-1.74,203
336,337,Kennesaw St.,ASun,2023-07-22 00:00:00,-23.44,89.6,331,113.0,331,61.6,311,0.007,148,-7.19,309,98.3,307,105.5,277,-12.22,343
337,338,Winston Salem St.,ind,2023-08-22 00:00:00,-23.92,83.9,343,107.8,270,67.3,86,0.011,140,-9.64,326,96.0,336,105.7,284,-8.08,318
338,339,Sacramento St.,BSky,2023-02-27 00:00:00,-24.88,89.6,332,114.5,337,63.6,245,0.017,123,-1.65,194,103.1,152,104.8,241,0.09,153
339,340,Alcorn St.,SWAC,2023-06-25 00:00:00,-26.4,92.1,313,118.5,344,72.4,9,-0.05,296,-10.26,331,96.5,331,106.7,325,2.94,92
340,341,Grambling St.,SWAC,2023-06-23 00:00:00,-27.1,89.8,330,116.9,343,61.8,303,-0.015,210,-10.0,330,96.6,329,106.6,320,4.77,56
341,342,Maryland Eastern Shore,MEAC,2023-07-23 00:00:00,-27.77,89.2,336,116.9,342,63.5,256,0.06,34,-12.24,343,93.7,344,105.9,298,-9.51,332
342,343,North Carolina Central,ind,2023-04-27 00:00:00,-28.86,85.6,342,114.5,338,69.0,43,-0.015,212,-4.55,261,100.0,273,104.5,229,5.9,41
343,344,NJIT,ind,2023-01-30 00:00:00,-35.2,71.5,344,106.7,254,64.6,200,-0.028,247,-10.64,335,97.6,319,108.3,344,-7.98,317
