,Rk,Team,Conf,W-L,AdjEM,AdjO,Unnamed: 6,AdjD,Unnamed: 8,AdjT,Unnamed: 10,Luck,Unnamed: 12,AdjEM.1,Unnamed: 14,OppO,Unnamed: 16,OppD,Unnamed: 18,AdjEM.2,Unnamed: 20
188,189,Texas A&M,B12,2023-07-21 00:00:00,-3.58,105.6,114,109.2,278,66.8,121,-0.131,324,4.45,88,105.2,102,100.7,73,-13.03,324
189,190,Indiana St.,MVC,2023-09-19 00:00:00,-3.69,97.0,269,100.7,115,59.9,312,-0.069,294,1.72,127,104.2,135,102.5,131,-2.4,225
190,191,Loyola Chicago,Horz,2023-09-20 00:00:00,-3.94,101.0,198,104.9,189,69.8,31,0.008,147,2.92,110,105.3,100,102.3,123,5.5,43
191,192,Southeastern Louisiana,Slnd,20-9,-3.96,101.4,192,105.3,194,66.2,147,0.021,113,-8.86,292,98.0,288,106.9,297,-4.27,254
192,193,Iona,MAAC,2023-11-18 00:00:00,-3.98,101.6,187,105.6,199,69.2,45,-0.051,270,-1.75,192,102.3,205,104.1,185,2.89,75
193,194,Monmouth 15,NEC,21-12,-3.99,98.1,251,102.1,145,66.0,155,0.112,5,-6.71,264,100.6,246,107.3,308,2.53,88
194,195,Yale,Ivy,2023-12-15 00:00:00,-4.07,99.7,223,103.8,175,62.8,276,-0.038,249,-2.41,215,101.9,222,104.3,191,4.35,56
195,196,UC Riverside,BW,2023-11-17 00:00:00,-4.12,101.9,181,106.0,209,64.8,204,-0.007,184,-0.2,160,103.3,169,103.5,157,3.78,63
196,197,Eastern Kentucky,OVC,14-15,-4.18,102.2,172,106.4,227,67.2,115,-0.05,268,-5.28,249,101.4,233,106.7,291,-6.6,290
197,198,Northeastern,AE,19-11,-4.26,103.0,158,107.3,244,72.9,7,0.052,54,-7.86,279,97.2,299,105.0,221,1.15,133
198,199,New Mexico St.,SB,13-14,-4.28,98.3,247,102.6,157,63.7,244,-0.015,203,-1.19,185,103.5,156,104.7,205,0.08,164
199,200,St. John's,BE,2023-06-21 00:00:00,-4.31,98.9,240,103.2,163,65.0,195,-0.017,209,7.54,32,106.8,49,99.3,20,0.34,154
200,201,Brown,Ivy,14-13,-4.35,101.8,183,106.2,216,70.4,24,0.032,86,-4.75,245,100.2,253,105.0,216,-0.93,187
201,202,Morehead St.,OVC,16-13,-4.45,107.1,93,111.6,304,66.6,129,0.082,24,-2.22,208,103.9,146,106.1,275,5.12,46
202,203,Sacramento St.,BSky,13-15,-4.57,98.6,245,103.2,164,69.2,44,-0.018,212,-3.02,223,102.1,211,105.2,227,0.28,157
203,204,Maine,AE,20-10,-4.57,99.0,238,103.5,172,65.4,178,0.04,69,-10.14,309,96.2,310,106.3,282,-10.69,319
204,205,UT Arlington,Slnd,17-12,-4.64,103.9,145,108.5,266,65.4,181,0.024,104,-6.83,267,98.7,275,105.5,245,2.63,86
205,206,Cal Poly,BW,2023-11-16 00:00:00,-4.69,101.1,196,105.8,205,69.9,30,-0.015,202,-0.63,174,102.9,185,103.6,158,1.88,113
206,207,Bucknell,Pat,14-15,-4.69,96.6,273,101.3,125,64.5,211,-0.115,321,-6.88,268,98.9,273,105.8,261,-0.23,171
207,208,Evansville,MVC,2023-07-22 00:00:00,-4.76,104.7,130,109.4,282,67.5,100,-0.062,284,4.39,91,104.2,132,99.9,36,4.16,58
208,209,UC Irvine,BW,2023-11-17 00:00:00,-4.79,101.4,193,106.2,218,61.5,300,0.034,81,-0.32,164,103.4,168,103.7,163,1.88,112
209,210,Cal St. Fullerton,BW,2023-11-17 00:00:00,-4.85,102.9,160,107.8,252,66.5,134,-0.023,221,-1.4,190,102.9,191,104.3,190,-1.22,197
210,211,Portland St.,BSky,2023-11-16 00:00:00,-4.9,96.6,274,101.5,128,65.3,185,-0.065,286,-2.15,207,102.8,193,105.0,215,2.19,105
211,212,Siena,MAAC,14-16,-5.03,100.7,206,105.7,202,67.1,116,0.034,82,-2.61,219,101.9,221,104.5,198,2.24,104
212,213,Appalachian St.,SC,2023-09-21 00:00:00,-5.05,95.6,284,100.7,114,69.9,29,-0.088,309,0.46,146,104.1,138,103.7,162,6.4,33
213,214,North Texas,SB,13-15,-5.06,101.1,197,106.2,217,69.0,54,0.025,102,-2.09,204,102.3,206,104.4,195,-3.85,248
214,215,Texas A&M Corpus Chris,ind,15-11,-5.13,102.4,170,107.5,248,67.6,98,0.033,84,-4.41,241,100.3,251,104.8,208,-2.39,224
215,216,Eastern Michigan,MAC,13-15,-5.17,99.2,232,104.4,179,68.0,87,-0.031,237,-0.63,176,103.4,165,104.0,181,-5.1,267
216,217,South Florida,CUSA,2023-07-20 00:00:00,-5.21,99.7,226,104.9,187,63.5,250,-0.044,259,4.4,90,104.7,120,100.3,54,0.47,151
217,218,Lafayette,Pat,18-10,-5.28,106.6,102,111.9,309,68.2,74,0.074,26,-6.81,266,97.8,291,104.6,204,0.83,142
218,219,South Carolina St.,MEAC,18-11,-5.32,101.0,201,106.3,221,65.5,177,0.019,121,-11.89,318,95.6,312,107.5,311,4.45,55
219,220,Houston,CUSA,2023-09-18 00:00:00,-5.5,93.9,294,99.4,91,61.0,308,0.02,117,2.28,118,104.6,126,102.3,118,-2.49,227
220,221,Southeast Missouri St.,OVC,2023-11-16 00:00:00,-5.66,107.4,90,113.1,319,63.5,251,-0.048,265,-2.94,222,102.8,192,105.8,255,1.45,126
221,222,Montana St.,BSky,14-13,-5.69,97.1,268,102.8,159,66.0,154,0.01,142,-5.54,252,100.6,247,106.1,274,-6.6,289
222,223,Northern Illinois,MAC,2023-10-20 00:00:00,-5.89,100.6,208,106.5,231,64.5,214,-0.069,292,-0.01,154,103.8,148,103.8,170,0.8,144
223,224,Rider,MAAC,17-14,-6.17,100.0,217,106.1,214,63.8,240,0.095,14,-5.34,250,100.7,245,106.0,268,-6.68,292
224,225,Tulane,CUSA,2023-11-17 00:00:00,-6.21,97.8,258,104.0,176,66.8,124,0.009,144,1.41,136,103.0,181,101.6,102,-12.62,322
225,226,Fairleigh Dickinson,NEC,17-12,-6.23,100.1,214,106.3,225,64.1,229,0.049,58,-8.86,293,99.0,271,107.8,320,-2.01,215
226,227,Penn St.,B10,2023-09-19 00:00:00,-6.35,97.2,266,103.5,171,62.8,279,0.055,48,5.91,57,106.9,46,101.0,79,-0.78,185
227,228,Winthrop,BSth,16-12,-6.36,99.8,221,106.2,219,62.8,275,0.017,128,-8.63,291,98.3,281,106.9,299,1.36,128
228,229,UNC Greensboro,SC,2023-11-17 00:00:00,-6.52,102.2,173,108.7,270,67.0,118,-0.036,247,-3.08,226,101.4,235,104.4,196,0.08,162
229,230,Central Connecticut,NEC,14-14,-6.53,101.9,180,108.4,263,64.2,224,-0.041,258,-9.42,300,98.6,276,108.1,322,-5.74,278
230,231,Cornell,Ivy,2023-11-16 00:00:00,-6.57,100.1,213,106.7,232,68.3,68,-0.096,314,-6.04,258,99.4,264,105.4,239,-4.15,252
231,232,Baylor,B12,2023-08-21 00:00:00,-6.63,102.0,177,108.7,269,61.0,307,0.007,152,4.01,95,104.9,111,100.9,76,-9.5,313
232,233,William & Mary,CAA,2023-07-21 00:00:00,-6.66,105.4,119,112.0,310,67.7,92,-0.094,313,-0.15,159,101.9,223,102.0,112,-0.5,177
233,234,Chicago St.,MCon,2023-12-20 00:00:00,-6.66,101.7,185,108.4,260,63.2,263,0.054,52,1.55,131,105.0,110,103.4,154,8.85,11
234,235,Canisius,MAAC,2023-10-20 00:00:00,-6.68,100.5,209,107.2,242,66.4,135,-0.026,229,-2.28,209,102.1,214,104.4,193,0.71,145
235,236,Tennessee Tech,OVC,13-15,-6.76,104.2,143,111.0,299,67.7,93,0.002,166,-2.62,220,103.3,173,105.9,264,2.27,99
236,237,Western Carolina,SC,13-15,-6.88,98.0,252,104.9,188,67.9,89,-0.028,234,-2.48,216,101.6,230,104.0,180,-1.13,191
237,238,McNeese St.,Slnd,2023-11-16 00:00:00,-6.92,99.5,229,106.4,229,71.1,11,-0.076,301,-4.08,235,100.9,243,105.0,219,8.24,13
238,239,Jacksonville St.,OVC,14-14,-6.96,104.8,126,111.7,308,67.3,111,-0.026,228,-7.68,275,99.9,257,107.6,315,-13.61,326
239,240,Lehigh 16,Pat,20-11,-7.01,97.7,259,104.7,185,63.4,257,0.055,46,-11.5,314,95.4,316,106.9,298,-9.88,316
240,241,Coppin St.,MEAC,18-14,-7.05,95.0,291,102.0,141,61.7,298,0.041,68,-10.0,307,97.8,293,107.8,319,5.49,44
241,242,Coastal Carolina,BSth,14-15,-7.11,98.4,246,105.5,198,66.6,130,-0.06,280,-8.13,286,98.0,287,106.2,276,0.53,149
242,243,San Jose St.,WAC,2023-06-23 00:00:00,-7.14,99.2,233,106.3,224,60.9,309,-0.062,283,3.89,97,105.1,105,101.2,88,-6.68,291
243,244,St. Francis NY,NEC,15-13,-7.22,98.0,254,105.2,192,68.6,62,-0.015,204,-10.16,310,98.0,289,108.2,323,-8.4,306
244,245,Florida Atlantic,ASun,2023-09-19 00:00:00,-7.28,99.9,220,107.2,241,71.1,13,-0.187,326,-5.93,256,101.1,240,107.0,304,-3.27,241
245,246,Montana,BSky,2023-10-18 00:00:00,-7.28,99.0,236,106.3,223,67.3,110,-0.013,194,-0.97,183,102.9,187,103.9,173,5.61,41
246,247,Mercer,ASun,2023-12-18 00:00:00,-7.29,103.0,159,110.3,292,67.2,114,0.009,146,-1.91,199,103.0,184,104.9,210,11.29,5
247,248,UTSA 16,Slnd,19-14,-7.69,98.0,253,105.7,201,68.7,61,0.103,8,-7.71,276,99.1,267,106.8,295,-5.14,268
248,249,Youngstown St.,Horz,2023-08-20 00:00:00,-8.13,97.6,260,105.8,204,67.3,108,0.004,160,1.77,126,105.0,108,103.3,150,2.03,109
249,250,Texas Pan American,ind,14-14,-8.19,95.3,289,103.5,168,68.0,86,0.061,40,-2.31,210,103.1,179,105.4,238,-0.69,181
250,251,Delaware St.,MEAC,13-15,-8.46,99.9,219,108.4,262,58.7,320,-0.013,195,-8.31,288,97.5,294,105.8,256,12.46,3
251,252,Elon,SC,2023-12-18 00:00:00,-8.69,99.0,237,107.7,251,65.4,182,0.012,138,-2.08,203,102.0,219,104.1,183,2.94,74
252,253,Tennessee Martin,OVC,2023-10-18 00:00:00,-8.87,99.6,228,108.5,265,68.9,57,-0.045,260,-1.94,200,103.5,158,105.4,240,4.72,50
253,254,St. Bonaventure,A10,2023-07-21 00:00:00,-8.95,100.8,205,109.7,283,69.1,50,0.037,75,5.56,68,106.5,62,101.0,82,2.66,84
254,255,High Point,BSth,19-11,-9.19,97.9,256,107.1,240,69.3,43,0.107,6,-9.52,304,96.3,308,105.9,263,-1.14,194
255,256,Florida A&M 16,MEAC,15-17,-9.35,98.9,239,108.3,257,70.9,15,0.005,156,-9.84,306,96.9,305,106.7,293,1.67,120
256,257,Samford,OVC,2023-12-16 00:00:00,-9.45,98.9,241,108.3,259,58.8,318,0.03,90,-0.58,173,104.8,115,105.4,241,11.4,4
257,258,Texas St.,Slnd,13-15,-9.46,101.7,184,111.2,300,63.0,271,-0.04,255,-6.72,265,99.1,268,105.8,260,3.38,69
258,259,Northwestern St.,Slnd,2023-11-17 00:00:00,-9.61,95.7,281,105.3,196,72.5,9,-0.057,277,-4.61,244,101.2,239,105.8,254,6.66,28
259,260,Binghamton,AE,14-16,-9.69,91.4,306,101.1,122,63.9,238,0.037,76,-7.82,278,98.1,285,106.0,266,-4.27,255
260,261,Southern Utah,MCon,2023-10-18 00:00:00,-9.85,100.7,207,110.5,294,62.5,285,-0.004,179,-0.34,165,104.5,128,104.9,211,4.79,49
261,262,Fordham,A10,2023-06-22 00:00:00,-9.91,96.5,276,106.4,226,66.4,139,0.014,135,5.59,67,106.3,68,100.8,74,3.6,65
262,263,Idaho St.,BSky,13-18,-10.15,101.5,189,111.6,306,69.4,39,0.093,16,-1.87,197,101.9,220,103.8,167,1.96,111
263,264,James Madison,CAA,2023-07-21 00:00:00,-10.19,99.8,222,110.0,287,64.3,219,-0.005,180,-0.46,169,101.5,232,102.0,111,-4.28,257
264,265,Tennessee St.,OVC,2023-07-21 00:00:00,-10.29,103.6,149,113.9,322,66.3,140,-0.051,269,-0.74,179,104.6,127,105.3,234,7.82,16
265,266,Alabama St. 16,SWAC,16-15,-10.72,93.8,295,104.5,180,61.4,304,0.023,108,-12.06,320,94.6,320,106.7,292,0.53,148
266,267,Columbia,Ivy,2023-10-17 00:00:00,-10.76,95.2,290,105.9,208,67.5,102,-0.032,240,-5.62,253,99.9,258,105.5,246,-4.03,249
267,268,Hampton,MEAC,13-17,-10.91,98.2,249,109.2,276,68.3,70,-0.022,218,-9.42,301,97.0,301,106.4,286,2.38,96
268,269,St. Francis PA,NEC,13-15,-11.1,100.3,211,111.4,302,63.6,245,0.048,60,-8.95,295,98.4,278,107.4,310,-2.64,230
269,270,Robert Morris,NEC,14-15,-11.5,101.4,190,112.9,317,62.8,278,0.061,41,-8.05,283,99.5,261,107.6,313,1.05,135
270,271,Sam Houston St.,Slnd,13-15,-11.53,97.4,262,108.9,273,70.6,22,-0.004,177,-6.99,270,98.6,277,105.6,249,-0.13,167
271,272,Mount St. Mary's,NEC,2023-10-19 00:00:00,-11.6,96.7,272,108.3,258,64.6,209,-0.035,246,-7.98,281,99.0,272,106.9,300,-2.48,226
272,273,Central Michigan,MAC,2023-06-24 00:00:00,-11.69,97.6,261,109.3,280,70.6,21,-0.005,181,1.68,128,104.8,116,103.1,146,2.26,101
273,274,Stetson,ASun,2023-12-15 00:00:00,-11.74,95.6,283,107.4,245,65.1,190,0.099,11,-3.77,232,102.5,201,106.3,280,10.04,7
274,275,Louisiana Monroe,Slnd,2023-12-19 00:00:00,-11.86,93.2,300,105.0,191,68.5,63,0.03,91,-3.57,228,101.5,231,105.1,223,4.64,51
275,276,Wagner,NEC,13-16,-11.92,95.7,282,107.6,250,65.9,165,0.074,29,-7.98,282,99.4,263,107.4,309,0.84,141
276,277,Gardner Webb,ASun,2023-09-20 00:00:00,-12.03,97.2,264,109.3,279,65.8,167,-0.031,238,-2.87,221,102.1,212,105.0,217,7.97,15
277,278,Towson,CAA,2023-08-21 00:00:00,-12.15,94.7,292,106.9,236,64.3,220,0.024,105,-1.52,191,101.7,225,103.2,149,-9.13,308
278,279,Eastern Illinois,OVC,2023-06-21 00:00:00,-12.32,95.6,285,107.9,253,68.2,77,-0.07,295,-2.05,202,104.2,136,106.2,278,3.22,70
279,280,Colgate,Pat,15-14,-12.4,99.1,234,111.5,303,64.2,225,0.095,13,-8.26,287,97.3,298,105.5,247,-5.09,266
280,281,San Diego,WCC,2023-04-26 00:00:00,-12.41,100.0,218,112.4,313,69.9,27,-0.047,262,3.31,104,105.7,85,102.4,128,2.86,77
281,282,Sacred Heart,NEC,2023-12-15 00:00:00,-12.44,97.9,255,110.4,293,71.9,10,0.055,49,-9.79,305,97.8,292,107.6,314,-5.57,275
282,283,Cleveland St.,Horz,2023-04-25 00:00:00,-12.53,93.5,297,106.0,210,69.3,42,-0.11,320,1.62,130,104.0,143,102.4,126,0.23,158
283,284,Lamar,Slnd,2023-11-18 00:00:00,-12.63,97.2,265,109.8,285,73.5,2,-0.041,256,-6.69,263,99.0,270,105.7,251,-0.76,182
284,285,UMBC,AE,2023-07-21 00:00:00,-12.88,94.1,293,107.0,237,63.0,272,-0.13,323,-7.34,273,98.0,290,105.3,235,-1.98,214
285,286,IPFW,ind,2023-03-25 00:00:00,-12.89,97.8,257,110.7,296,64.4,218,-0.038,248,3.21,107,105.7,87,102.5,130,4.98,47
286,287,Wofford,SC,2023-09-20 00:00:00,-12.98,98.7,242,111.7,307,70.7,19,0.028,94,0.24,151,102.7,196,102.5,133,9.27,9
287,288,Radford,BSth,2023-12-16 00:00:00,-13.01,96.0,279,109.0,275,65.9,164,-0.01,192,-8.95,296,97.2,300,106.1,273,-5.62,276
288,289,Jacksonville,ASun,13-15,-13.11,97.2,267,110.3,291,67.6,96,0.103,9,-6.58,262,100.0,256,106.6,289,-9.71,315
289,290,Southern,SWAC,2023-12-16 00:00:00,-13.49,96.6,275,110.0,288,68.0,84,-0.078,302,-13.33,322,93.7,325,107.0,302,-3.38,243
290,291,Jackson St.,SWAC,2023-12-17 00:00:00,-13.87,88.4,314,102.2,147,68.2,78,-0.008,186,-11.06,312,95.6,313,106.6,290,3.82,62
291,292,Marist,MAAC,2023-06-22 00:00:00,-13.91,93.1,301,107.0,239,64.0,233,-0.047,263,-3.62,231,101.7,226,105.3,233,-4.74,262
292,293,New Hampshire,AE,2023-10-20 00:00:00,-14.06,93.5,296,107.6,249,64.1,228,-0.033,242,-8.53,290,96.6,307,105.1,226,-5.94,279
293,294,Long Beach St.,BW,2023-06-21 00:00:00,-14.09,96.2,278,110.3,290,65.3,183,-0.008,185,-0.71,177,103.5,155,104.2,189,-1.35,201
294,295,Hartford,AE,2023-12-17 00:00:00,-14.16,95.6,286,109.7,284,64.0,235,0.041,67,-7.12,271,98.2,283,105.3,231,-3.53,244
295,296,Stony Brook,AE,2023-10-20 00:00:00,-14.69,95.4,287,110.1,289,64.0,236,0.016,129,-8.12,285,97.0,303,105.1,224,-7.24,297
296,297,Morgan St.,MEAC,2023-11-16 00:00:00,-14.78,96.4,277,111.2,301,68.2,71,0.008,149,-11.24,313,95.2,317,106.4,285,2.65,85
297,298,Texas Southern,SWAC,14-15,-15.39,87.9,315,103.3,165,69.2,46,0.004,157,-13.94,325,94.3,322,108.2,324,-5.29,271
298,299,Grambling St.,SWAC,2023-11-18 00:00:00,-15.43,93.4,298,108.9,272,69.1,48,-0.041,257,-10.06,308,95.5,314,105.6,248,8.52,12
299,300,Quinnipiac,NEC,2023-09-20 00:00:00,-15.58,98.2,250,113.8,320,69.8,32,-0.067,290,-9.49,303,98.3,282,107.8,318,-4.97,265
300,301,Norfolk St.,MEAC,2023-12-17 00:00:00,-16.07,92.3,303,108.4,261,63.2,266,0.022,109,-13.62,324,94.1,324,107.7,317,-6.34,282
301,302,Alabama A&M,SWAC,13-17,-16.33,95.3,288,111.6,305,69.6,36,0.038,73,-13.43,323,94.2,323,107.6,316,-1.1,190
302,303,LIU Brooklyn,NEC,2023-08-19 00:00:00,-16.6,92.8,302,109.4,281,71.0,14,0.006,153,-9.11,297,98.4,279,107.5,312,-5.4,273
303,304,Western Illinois,MCon,2023-03-25 00:00:00,-17.12,95.8,280,112.9,316,67.3,109,-0.057,276,-0.87,181,104.0,144,104.8,209,1.46,125
304,305,UNC Asheville,BSth,2023-09-20 00:00:00,-17.15,93.4,299,110.6,295,65.1,191,0.027,98,-3.58,229,100.4,250,104.0,179,9.62,8
305,306,Lipscomb,ASun,2023-07-21 00:00:00,-17.5,96.8,271,114.3,324,66.2,145,-0.032,241,-4.27,239,102.1,213,106.4,283,2.45,91
306,307,Harvard,Ivy,2023-04-23 00:00:00,-18.14,90.0,311,108.1,256,70.8,18,-0.046,261,-4.46,242,100.1,255,104.6,202,-3.15,239
307,308,Charleston Southern,BSth,2023-06-22 00:00:00,-18.21,90.6,308,108.8,271,61.3,306,-0.11,319,-6.96,269,98.8,274,105.8,258,-0.51,178
308,309,Howard,MEAC,2023-06-22 00:00:00,-19.39,87.4,318,106.8,234,65.9,166,-0.083,307,-12.28,321,96.0,311,108.2,325,-5.14,270
309,310,Albany,AE,2023-05-23 00:00:00,-19.86,87.6,317,107.4,247,62.5,284,-0.055,274,-9.16,298,97.0,302,106.2,277,-9.44,312
310,311,FIU,SB,2023-05-22 00:00:00,-20.85,84.0,321,104.8,186,62.1,291,-0.015,201,-1.14,184,103.4,166,104.5,199,-2.69,231
311,312,Alcorn St.,SWAC,2023-11-18 00:00:00,-20.96,91.9,304,112.9,315,67.5,105,0.074,27,-11.69,315,94.9,319,106.6,288,-2.24,219
312,313,Bethune Cookman,MEAC,2023-08-21 00:00:00,-21.96,90.2,309,112.1,311,63.4,260,0.004,159,-11.99,319,94.6,321,106.6,287,-3.79,247
313,314,Campbell,ASun,2023-03-24 00:00:00,-22.61,91.7,305,114.3,325,73.1,5,-0.009,190,-4.03,234,102.1,215,106.1,272,0.47,150
314,315,Loyola MD,MAAC,2023-01-27 00:00:00,-23.48,89.5,312,113.0,318,66.0,157,-0.039,252,-4.17,236,100.9,244,105.1,222,-8.11,303
315,316,Savannah St.,ind,2023-04-24 00:00:00,-23.73,85.3,320,109.0,274,70.9,17,0.015,132,-2.04,201,102.9,186,104.9,214,-1.56,206
316,317,Nicholls St.,Slnd,2023-06-21 00:00:00,-24.0,90.2,310,114.2,323,66.0,156,-0.03,236,-6.46,260,99.5,262,105.9,265,-0.01,165
317,318,The Citadel,SC,2023-06-22 00:00:00,-24.04,86.7,319,110.8,297,63.2,264,0.002,167,-2.36,213,101.3,238,103.6,160,-1.75,208
318,319,Dartmouth,Ivy,2023-03-25 00:00:00,-24.48,87.8,316,112.3,312,62.0,295,-0.04,254,-7.17,272,99.2,265,106.4,284,-9.2,309
319,320,VMI,BSth,2023-06-22 00:00:00,-24.63,83.3,322,108.0,254,64.1,227,0.014,134,-6.23,259,99.1,269,105.3,232,0.84,140
320,321,Prairie View A&M,SWAC,2023-07-20 00:00:00,-24.63,89.2,313,113.8,321,66.4,137,0.063,39,-9.4,299,96.3,309,105.7,252,5.59,42
321,322,Maryland Eastern Shore,MEAC,2023-08-21 00:00:00,-24.91,91.0,307,115.9,326,61.4,303,0.057,44,-11.84,317,95.1,318,107.0,301,-3.61,245
322,323,North Carolina A&T,MEAC,2023-03-25 00:00:00,-26.66,76.8,325,103.4,167,73.1,4,-0.069,291,-8.91,294,98.1,286,107.0,303,6.93,26
323,324,Navy,Pat,2023-05-23 00:00:00,-27.26,81.9,323,109.2,277,66.1,150,-0.027,231,-6.0,257,99.2,266,105.2,228,-1.15,195
324,325,Army,Pat,2023-06-21 00:00:00,-30.49,77.9,324,108.4,264,61.8,296,0.001,169,-10.65,311,96.6,306,107.3,307,-13.57,325
325,326,Arkansas Pine Bluff,SWAC,2023-01-26 00:00:00,-36.33,76.2,326,112.5,314,67.3,113,-0.013,197,-8.5,289,96.9,304,105.4,242,7.27,20
