,Rk,Team,Conf,W-L,AdjEM,AdjO,Unnamed: 6,AdjD,Unnamed: 8,AdjT,Unnamed: 10,Luck,Unnamed: 12,AdjEM.1,Unnamed: 14,OppO,Unnamed: 16,OppD,Unnamed: 18,AdjEM.2,Unnamed: 20
33,34,Michigan St. 7,B10,18-12,15.66,117.2,11,101.5,129,64.0,232,-0.014,198,8.92,19,107.1,39,98.2,10,7.6,19
34,35,BYU 12,MWC,21-9,15.64,113.0,32,97.4,59,65.9,160,0.02,116,7.13,37,108.1,19,101.0,78,6.41,32
35,36,Air Force 11,MWC,22-7,15.42,111.4,47,96.0,43,51.9,326,0.025,101,0.58,143,103.3,170,102.8,138,-10.49,318
36,37,Boston College 6,BE,24-10,15.42,110.5,55,95.1,34,62.6,282,0.045,64,7.21,35,106.2,73,99.0,18,-2.14,218
37,38,Richmond 11,A10,20-13,15.07,105.9,109,90.9,9,62.7,281,-0.06,281,6.95,41,107.2,37,100.2,50,7.66,17
38,39,South Carolina 10,SEC,23-11,15.02,109.7,64,94.7,28,65.5,176,0.0,172,6.15,54,105.8,82,99.6,28,-8.05,302
39,40,Nebraska,B12,18-13,14.86,113.6,24,98.7,80,62.1,293,-0.093,312,4.56,86,106.3,71,101.7,104,-9.88,317
40,41,UTEP 13,WAC,24-8,14.69,112.5,36,97.8,61,68.2,76,0.046,61,4.31,92,104.2,133,99.9,38,-6.38,284
41,42,Southern Illinois 9,MVC,25-5,14.33,109.1,70,94.8,29,65.2,188,0.046,62,2.54,113,105.1,107,102.5,134,2.25,103
42,43,Charlotte 9,CUSA,21-9,14.25,112.7,34,98.5,73,69.7,33,0.015,131,5.72,64,105.0,109,99.3,22,2.66,83
43,44,Michigan,B10,23-11,14.14,107.4,91,93.3,19,66.4,138,0.018,122,5.5,70,106.6,57,101.1,86,-2.38,223
44,45,Utah 11,MWC,24-9,14.13,110.1,60,96.0,42,58.8,317,0.064,36,4.45,87,106.8,50,102.3,121,-0.97,188
45,46,UAB 9,CUSA,22-10,13.63,108.1,79,94.5,25,70.7,20,0.019,120,5.34,75,105.8,83,100.4,62,1.6,122
46,47,Utah St.,BW,25-4,13.6,115.9,15,102.3,149,58.2,322,0.037,77,-3.05,224,101.4,236,104.4,194,-3.29,242
47,48,Manhattan 12,MAAC,25-6,13.38,109.1,71,95.7,38,65.0,194,0.012,139,-1.77,193,103.2,177,105.0,220,1.31,130
48,49,Boise St.,WAC,23-10,13.13,109.6,65,96.5,47,66.7,125,0.028,95,4.87,83,106.2,74,101.4,94,-0.79,186
49,50,George Washington,A10,18-12,13.08,112.6,35,99.5,94,68.3,69,-0.032,239,5.32,76,105.6,89,100.3,55,1.78,118
50,51,Missouri,B12,16-14,13.08,113.5,27,100.4,109,65.6,170,-0.02,217,10.44,10,109.2,9,98.7,13,6.91,27
51,52,Notre Dame,BE,19-13,13.03,113.4,29,100.4,107,64.6,210,-0.024,225,7.27,33,107.1,40,99.8,32,-4.15,251
52,53,Villanova,BE,18-17,12.43,110.8,53,98.3,70,65.3,187,-0.05,267,9.22,15,108.2,17,99.0,17,4.61,52
53,54,Colorado,B12,18-11,11.77,111.3,48,99.5,93,68.1,80,0.034,83,8.21,25,108.0,22,99.8,33,-0.15,168
54,55,Wichita St.,MVC,21-11,11.64,109.9,61,98.3,69,65.9,161,-0.075,300,1.87,125,103.5,159,101.6,100,-0.76,183
55,56,Oklahoma,B12,20-11,11.61,104.5,137,92.9,16,63.6,247,0.059,43,6.68,43,107.0,41,100.4,59,-6.56,287
56,57,Purdue,B10,17-14,11.6,104.6,133,93.0,18,62.7,280,-0.066,288,5.31,78,106.9,44,101.6,99,-2.7,232
57,58,DePaul 7,CUSA,22-10,11.36,113.0,33,101.6,132,63.2,267,0.091,17,5.83,62,106.4,64,100.6,71,-0.62,180
58,59,Saint Mary's,WCC,19-12,10.92,110.5,57,99.6,95,66.3,141,-0.083,308,1.47,135,105.5,92,104.0,178,1.19,132
59,60,Washington 8,P10,19-12,10.78,113.1,30,102.3,152,73.5,1,0.031,88,6.16,52,106.6,58,100.4,63,2.14,107
60,61,Murray St. 12,OVC,28-6,10.62,110.5,56,99.9,101,68.7,59,0.064,38,-3.8,233,103.1,180,106.9,296,1.25,131
61,62,Milwaukee,Horz,20-11,10.52,112.2,41,101.7,137,70.4,25,-0.024,224,2.29,116,104.1,140,101.8,107,6.22,34
62,63,Illinois Chicago 13,Horz,24-8,10.39,107.5,86,97.1,54,64.6,208,0.037,78,-0.52,171,103.6,153,104.1,182,-2.97,236
63,64,Iowa St.,B12,20-13,10.37,109.2,69,98.8,83,69.7,34,0.064,35,8.62,22,108.1,18,99.5,24,-0.48,176
64,65,Creighton,MVC,20-9,10.36,108.2,78,97.8,62,63.4,256,0.006,155,1.13,140,103.5,160,102.3,122,-4.4,258
65,66,Virginia,ACC,18-13,10.27,109.3,67,99.1,87,68.7,60,0.1,10,10.68,9,108.8,14,98.1,9,-7.81,301
66,67,Louisiana Lafayette 14,SB,20-9,10.23,109.2,68,99.0,85,69.1,52,0.006,154,0.84,141,103.8,150,103.0,141,10.92,6
67,68,Auburn,SEC,14-14,10.16,106.3,105,96.1,45,66.4,136,-0.097,315,5.31,79,106.3,70,101.0,84,-6.32,281
68,69,Iowa,B10,16-13,10.1,106.7,98,96.6,49,68.5,64,-0.015,200,7.21,34,106.7,54,99.5,25,2.02,110
69,70,LSU,SEC,18-11,10.04,107.0,96,96.9,53,63.6,246,0.054,51,6.37,49,106.1,77,99.7,29,-4.84,264
70,71,Rice,WAC,22-11,9.83,109.0,73,99.2,89,68.1,79,0.07,30,5.14,82,105.5,93,100.3,56,-0.78,184
71,72,Rutgers,BE,20-13,9.83,106.0,108,96.2,46,66.0,159,0.046,63,6.66,44,106.8,51,100.1,46,0.32,155
72,73,Penn,Ivy,17-10,9.8,109.0,75,99.2,88,63.6,248,-0.072,297,-2.36,212,101.8,224,104.2,187,5.82,39
73,74,Dayton 10,A10,24-9,9.75,108.1,80,98.4,71,62.2,289,0.084,23,3.26,106,105.6,91,102.3,124,-1.55,205
74,75,Kent St.,MAC,22-9,9.68,106.9,97,97.2,56,65.6,172,0.009,145,0.37,147,104.1,139,103.8,166,1.51,123
75,76,Georgia,SEC,16-14,9.54,108.1,82,98.5,75,62.3,287,0.029,93,8.84,20,107.7,30,98.8,16,-5.31,272
76,77,UNLV,MWC,18-13,9.35,110.3,58,100.9,120,69.1,51,-0.009,187,5.18,80,106.2,75,101.0,81,0.12,161
77,78,Hawaii,WAC,21-12,9.27,109.8,62,100.6,113,65.3,184,0.023,107,4.31,94,105.3,99,101.0,83,-4.46,259
78,79,Oregon,P10,18-13,9.21,110.9,51,101.7,135,67.6,97,0.026,99,6.38,47,106.7,56,100.3,52,2.41,95
79,80,Detroit,Horz,19-11,9.19,106.4,103,97.2,57,59.1,316,-0.009,188,-0.14,158,103.8,149,104.0,175,2.76,80
80,81,VCU 13,CAA,23-8,9.09,105.6,115,96.5,48,64.4,216,0.076,25,-0.29,163,102.3,208,102.6,135,0.29,156
81,82,Pacific 12,BW,25-8,8.93,108.6,76,99.7,99,63.6,249,0.096,12,0.28,150,103.4,164,103.1,147,3.56,66
82,83,Kansas St.,B12,14-14,8.89,104.6,131,95.7,40,64.9,199,-0.08,305,5.49,71,106.9,47,101.4,95,-8.19,304
83,84,Northern Iowa 14,MVC,21-10,8.78,107.4,92,98.6,77,64.8,201,0.022,111,2.45,114,103.9,147,101.4,96,-1.91,212
84,85,East Tennessee St. 13,SC,27-6,8.6,104.4,140,95.8,41,73.2,3,0.016,130,-2.39,214,102.2,210,104.6,201,0.64,147
85,86,Rhode Island,A10,20-14,8.48,105.2,122,96.7,51,64.4,217,0.003,162,2.69,112,105.2,104,102.5,129,0.47,152
86,87,Saint Louis,CUSA,19-13,8.21,103.5,150,95.3,35,61.3,305,0.031,89,5.49,72,105.9,80,100.4,60,-1.49,204
87,88,Troy St.,ASun,24-7,7.82,113.5,25,105.7,203,68.0,85,0.017,124,-5.0,246,101.1,241,106.1,271,3.83,61
88,89,Tennessee,SEC,15-14,7.3,108.5,77,101.2,124,66.1,152,0.02,119,7.83,30,107.6,31,99.8,34,-6.49,285
89,90,Temple,A10,15-14,7.23,109.8,63,102.5,155,60.1,311,0.011,141,6.05,55,106.2,72,100.2,49,6.95,25
90,91,Fresno St.,WAC,14-15,7.09,106.7,99,99.6,97,58.7,319,-0.066,287,5.37,74,105.9,79,100.5,67,2.19,106
91,92,Marquette,CUSA,19-12,7.03,111.7,44,104.6,182,64.2,223,0.02,118,3.1,108,104.3,131,101.2,90,-6.5,286
92,93,West Virginia,BE,17-14,6.81,107.0,95,100.2,104,62.3,288,0.064,37,6.8,42,106.6,60,99.8,31,0.71,146
93,94,Indiana,B10,14-15,6.81,105.3,120,98.4,72,64.0,234,0.053,53,8.97,17,109.3,8,100.3,53,8.13,14
94,95,Southwest Missouri St.,MVC,19-14,6.48,105.6,116,99.1,86,63.2,265,-0.026,230,1.31,138,103.4,167,102.1,113,-4.18,253
95,96,George Mason,CAA,23-10,6.24,103.0,155,96.8,52,67.5,103,0.093,15,0.36,148,103.0,183,102.6,136,-0.35,174
96,97,Arkansas,SEC,2023-12-16 00:00:00,6.03,104.6,132,98.6,76,66.1,153,-0.067,289,6.44,46,107.0,42,100.6,70,-6.94,295
97,98,UCF 14,ASun,25-6,5.91,103.3,153,97.4,60,62.6,283,0.087,18,-5.87,255,101.4,234,107.2,306,-3.79,246
98,99,Drexel,CAA,18-11,5.78,106.7,100,100.9,118,67.7,95,-0.017,206,-1.3,188,102.1,216,103.4,153,-5.62,277
99,100,Northwestern,B10,14-15,5.65,106.7,101,101.1,123,59.3,315,0.023,106,6.62,45,106.8,48,100.2,51,2.13,108
100,101,Old Dominion,CAA,17-12,5.57,104.6,135,99.0,84,69.1,53,-0.019,214,0.66,142,103.0,182,102.4,125,2.85,78
101,102,California,P10,13-15,5.51,103.7,147,98.2,68,64.0,237,-0.018,213,5.91,58,107.4,35,101.5,98,3.39,68
102,103,Austin Peay,OVC,22-10,5.49,100.1,215,94.6,27,62.1,294,0.07,31,-0.01,153,105.4,97,105.4,236,14.88,2
103,104,Niagara,MAAC,22-10,5.45,111.5,45,106.1,212,69.9,28,-0.028,233,-3.24,227,101.7,228,104.9,213,-4.1,250
104,105,Belmont,ASun,21-9,5.22,106.0,107,100.8,117,63.8,241,-0.047,264,-5.08,247,101.0,242,106.1,269,7.27,21
105,106,Fairfield,MAAC,19-11,4.95,102.2,171,97.3,58,62.1,290,0.025,103,-2.12,206,102.9,188,105.0,218,2.62,87
106,107,Clemson,ACC,2023-10-18 00:00:00,4.93,102.1,176,97.1,55,64.9,198,0.022,110,13.44,5,110.6,3,97.2,6,-1.35,202
107,108,Princeton 14,Ivy,20-8,4.86,106.3,106,101.4,127,56.4,325,0.033,85,-4.32,240,100.2,254,104.6,200,-0.07,166
108,109,Buffalo,MAC,17-12,4.67,107.6,85,102.9,161,69.5,37,-0.018,210,-1.87,198,102.9,189,104.7,207,-4.78,263
109,110,Miami FL,BE,14-16,4.6,107.4,89,102.8,160,65.2,189,-0.104,318,2.44,115,102.8,195,100.3,57,-11.93,321
110,111,San Diego St.,MWC,14-16,4.49,105.0,124,100.6,112,66.9,120,-0.035,245,5.88,59,108.0,21,102.2,114,2.26,102
111,112,Toledo,MAC,20-11,4.36,109.0,72,104.7,183,69.6,35,0.115,2,1.39,137,104.7,121,103.3,152,6.0,35
112,113,East Carolina,CUSA,13-14,4.35,104.7,127,100.4,108,65.4,179,-0.101,317,1.63,129,102.7,200,101.0,85,-12.96,323
113,114,Wyoming,MWC,2023-11-17 00:00:00,4.34,104.7,129,100.3,106,68.0,88,-0.123,322,4.78,84,106.4,66,101.6,101,-0.34,173
114,115,New Mexico,MWC,14-14,4.19,110.3,59,106.1,213,61.6,299,-0.058,278,2.21,121,104.6,123,102.4,127,-7.44,300
115,116,College of Charleston,SC,20-9,3.92,105.5,117,101.6,130,67.7,91,0.017,123,-3.61,230,100.5,249,104.1,184,1.4,127
116,117,IUPUI,MCon,21-11,3.85,110.7,54,106.9,235,64.5,213,-0.017,207,-2.48,217,103.3,171,105.8,259,2.28,98
117,118,Western Kentucky,SB,15-13,3.8,111.2,49,107.4,246,66.2,146,-0.056,275,0.57,144,102.5,202,101.9,108,5.96,36
118,119,Louisiana Tech,WAC,15-15,3.8,102.6,167,98.8,82,64.9,197,-0.018,211,5.32,77,105.4,96,100.1,42,-1.03,189
119,120,UNC Wilmington,CAA,15-15,3.66,98.7,243,95.0,32,59.8,313,-0.064,285,0.29,149,103.3,174,103.0,142,2.5,90
120,121,UC Santa Barbara,BW,16-12,3.45,101.9,178,98.5,74,63.1,270,-0.034,243,-1.3,187,103.6,152,104.9,212,1.67,121
121,122,Miami OH,MAC,18-11,3.43,104.5,138,101.1,121,58.6,321,0.085,22,1.5,133,104.6,125,103.1,144,4.46,54
122,123,Virginia Tech,BE,15-14,3.16,101.9,179,98.8,81,66.3,142,0.052,55,4.31,93,104.9,114,100.5,68,-9.42,310
123,124,Georgetown,BE,13-15,3.1,99.1,235,96.0,44,68.4,66,-0.053,273,2.93,109,104.2,134,101.3,91,-10.85,320
124,125,Eastern Washington 15,BSky,17-13,3.09,105.4,118,102.3,150,64.5,215,0.014,133,-0.25,162,103.3,176,103.5,156,7.22,22
125,126,Washington St.,P10,13-16,3.04,100.9,202,97.9,63,56.5,323,-0.014,199,5.37,73,106.7,53,101.4,93,-1.9,211
126,127,Boston University,AE,23-6,3.01,102.5,169,99.5,92,63.4,261,0.115,3,-7.79,277,97.3,297,105.1,225,0.37,153
127,128,Mississippi,SEC,13-15,2.99,102.7,163,99.7,100,62.9,274,0.022,112,6.19,51,106.6,59,100.4,61,-7.42,299
128,129,Pepperdine,WCC,15-16,2.93,113.7,22,110.8,298,69.3,41,-0.001,175,2.22,120,104.7,119,102.5,132,2.89,76
129,130,Butler,Horz,16-14,2.77,107.5,87,104.7,184,56.4,324,-0.038,250,-0.58,172,102.3,209,102.8,139,1.04,136
130,131,Colorado St.,MWC,13-16,2.63,104.3,142,101.6,133,68.3,67,0.008,150,5.86,61,106.8,52,100.9,75,1.09,134
131,132,USC,P10,13-15,2.32,104.6,134,102.3,148,70.3,26,0.086,20,6.21,50,107.9,26,101.6,103,3.17,72
132,133,Minnesota,B10,2023-12-18 00:00:00,2.23,105.2,123,103.0,162,67.3,112,-0.034,244,5.18,81,106.4,67,101.2,89,-2.5,228
133,134,Georgia St.,ASun,20-9,1.88,104.5,139,102.6,156,65.5,175,0.04,70,-5.19,248,101.6,229,106.8,294,6.99,24
134,135,Middle Tennessee,SB,17-12,1.81,103.4,151,101.6,131,65.3,186,0.026,100,-0.74,178,103.1,178,103.8,168,0.13,160
135,136,SMU,WAC,2023-12-18 00:00:00,1.72,105.2,121,103.5,170,62.4,286,0.001,170,6.16,53,106.1,76,100.0,40,2.44,92
136,137,Davidson,SC,17-12,1.55,103.6,148,102.1,143,66.3,144,0.043,65,-0.03,155,102.8,194,102.9,140,15.04,1
137,138,Ball St.,MAC,14-15,1.47,103.3,152,101.9,138,67.1,117,-0.013,196,1.47,134,105.3,98,103.9,172,6.51,31
138,139,Stephen F. Austin,Slnd,21-9,1.45,99.6,227,98.2,66,63.4,259,-0.075,299,-9.43,302,98.4,280,107.8,321,-9.43,311
139,140,Hofstra,CAA,14-15,1.42,105.7,113,104.3,178,67.4,107,-0.007,183,1.52,132,102.9,190,101.3,92,5.24,45
140,141,Oral Roberts,MCon,17-11,1.3,109.4,66,108.1,255,68.1,83,0.007,151,-1.83,196,103.5,154,105.4,237,2.26,100
141,142,Arizona St.,P10,2023-10-17 00:00:00,1.29,107.6,84,106.3,222,68.5,65,-0.049,266,4.44,89,106.4,65,102.0,110,-2.29,220
142,143,Georgia Southern,SC,21-8,1.27,100.9,204,99.6,98,72.5,8,-0.016,205,-6.46,261,99.6,260,106.1,270,-8.44,307
143,144,UCLA,P10,2023-11-17 00:00:00,1.24,102.7,165,101.4,126,63.2,262,0.017,126,5.71,65,106.9,45,101.2,87,2.42,93
144,145,Chattanooga,SC,19-11,1.18,111.2,50,110.0,286,66.8,122,0.043,66,-1.81,195,102.0,217,103.8,171,1.82,115
145,146,Duquesne,A10,2023-12-17 00:00:00,1.01,104.5,136,103.5,169,67.5,104,-0.052,271,2.77,111,104.9,112,102.2,115,-6.28,280
146,147,UMKC,MCon,15-14,0.72,105.7,112,105.0,190,65.8,168,-0.069,293,-4.24,238,102.0,218,106.3,281,-4.53,260
147,148,Ohio St.,B10,14-16,0.71,107.9,83,107.2,243,62.8,277,0.056,45,4.63,85,105.1,106,100.4,64,-2.79,234
148,149,Oregon St.,P10,2023-12-16 00:00:00,0.66,102.8,162,102.1,144,67.6,99,0.003,164,3.89,98,105.7,88,101.8,105,-5.14,269
149,150,Delaware,CAA,16-12,0.62,99.3,231,98.6,79,68.9,56,0.028,96,-1.81,194,101.7,227,103.5,155,-6.37,283
150,151,Arkansas Little Rock,SB,17-12,0.58,101.0,200,100.4,110,65.6,171,-0.052,272,-4.51,243,101.3,237,105.8,262,-6.93,294
151,152,Valparaiso 15,MCon,18-13,0.53,100.1,212,99.6,96,69.2,47,0.068,33,-1.31,189,104.7,118,106.0,267,0.85,139
152,153,Tulsa,WAC,2023-09-20 00:00:00,0.16,102.2,174,102.0,142,67.0,119,-0.099,316,5.87,60,106.6,61,100.7,72,2.74,82
153,154,TCU,CUSA,2023-12-17 00:00:00,0.08,102.9,161,102.8,158,66.1,149,-0.001,173,3.94,96,104.9,113,101.0,77,-0.22,170
154,155,Drake,MVC,2023-12-16 00:00:00,-0.03,100.9,203,100.9,119,68.2,73,-0.012,193,2.24,119,104.2,137,101.9,109,-2.76,233
155,156,Green Bay,Horz,17-11,-0.04,101.7,186,101.7,136,63.1,269,0.105,7,-0.38,167,103.9,145,104.3,192,-2.36,222
156,157,Santa Clara,WCC,16-16,-0.13,101.8,182,102.0,140,61.4,302,0.035,79,2.02,124,105.8,84,103.7,165,3.18,71
157,158,Idaho,BW,14-16,-0.31,99.7,224,100.0,103,63.4,258,-0.01,191,0.5,145,104.1,141,103.6,159,5.91,37
158,159,Akron,MAC,13-15,-0.45,106.3,104,106.7,233,64.8,202,-0.019,215,-0.49,170,103.4,163,103.9,174,-2.33,221
159,160,Arkansas St.,SB,17-11,-0.47,105.8,111,106.3,220,66.0,158,-0.017,208,-4.23,237,99.8,259,104.0,176,-7.05,296
160,161,Saint Peter's,MAAC,17-12,-0.51,108.1,81,108.6,268,67.8,90,0.069,32,-2.35,211,102.3,207,104.6,203,0.21,159
161,162,Portland,WCC,2023-11-17 00:00:00,-0.63,105.0,125,105.6,200,65.9,163,0.004,158,3.54,100,105.8,81,102.3,120,5.83,38
162,163,Bradley,MVC,15-16,-0.69,98.6,244,99.3,90,66.8,123,0.066,34,1.25,139,104.3,130,103.1,143,-2.99,237
163,164,Furman,SC,17-12,-0.76,101.6,188,102.4,153,66.6,132,-0.08,306,-5.34,251,100.3,252,105.6,250,-7.29,298
164,165,Oakland,MCon,13-17,-0.98,104.3,141,105.3,193,69.0,55,-0.079,304,-0.09,156,104.6,124,104.7,206,7.61,18
165,166,Birmingham Southern,BSth,20-7,-1.1,107.5,88,108.6,267,63.5,253,0.034,80,-11.72,316,95.5,315,107.2,305,-9.51,314
166,167,New Orleans,SB,17-14,-1.11,102.6,166,103.7,174,64.8,205,0.085,21,-0.22,161,103.4,161,103.7,161,2.96,73
167,168,Mississippi Valley St.,SWAC,22-7,-1.13,99.4,230,100.5,111,63.8,242,0.05,57,-14.95,326,93.5,326,108.4,326,-3.0,238
168,169,Wright St.,Horz,14-14,-1.15,104.2,144,105.3,195,63.1,268,0.048,59,-0.46,168,103.3,175,103.7,164,-0.35,175
169,170,Weber St.,BSky,15-14,-1.17,105.9,110,107.0,238,61.7,297,-0.024,226,-2.11,205,102.3,204,104.5,197,1.76,119
170,171,Holy Cross,Pat,13-15,-1.23,96.8,270,98.0,65,63.4,254,-0.141,325,-7.92,280,97.4,296,105.3,230,-1.34,200
171,172,Vermont 15,AE,22-9,-1.37,101.0,199,102.4,154,63.9,239,0.113,4,-8.08,284,97.4,295,105.5,244,-2.5,229
172,173,Centenary,MCon,16-12,-1.53,102.6,168,104.1,177,63.7,243,0.028,97,-2.52,218,102.7,197,105.2,229,1.01,137
173,174,San Francisco,WCC,17-14,-1.61,100.1,216,101.7,134,65.1,192,0.138,1,2.1,122,105.3,101,103.2,148,1.79,117
174,175,Bowling Green,MAC,14-17,-1.71,104.7,128,106.4,228,65.6,174,-0.025,227,0.15,152,103.4,162,103.3,151,-1.64,207
175,176,Southern Miss,CUSA,13-15,-1.72,100.5,210,102.2,146,64.1,226,0.054,50,3.43,101,104.0,142,100.6,69,-3.23,240
176,177,Illinois St.,MVC,2023-10-19 00:00:00,-1.98,101.4,191,103.4,166,61.5,301,-0.061,282,3.35,103,104.8,117,101.4,97,1.49,124
177,178,Denver,SB,14-13,-2.02,103.9,146,105.9,207,64.8,200,0.021,115,-1.29,186,102.7,199,104.0,177,-1.3,199
178,179,Cal St. Northridge,BW,14-16,-2.27,99.7,225,102.0,139,68.1,81,0.001,168,-0.88,182,103.3,172,104.2,188,-1.94,213
179,180,Marshall,MAC,2023-12-17 00:00:00,-2.44,101.2,195,103.6,173,68.2,72,0.039,71,2.29,117,105.4,95,103.1,145,4.01,60
180,181,Liberty 16,BSth,18-15,-2.5,98.3,248,100.8,116,67.5,101,0.0,171,-5.73,254,100.5,248,106.2,279,5.71,40
181,182,Loyola Marymount,WCC,15-14,-2.81,97.4,263,100.2,105,66.3,143,0.074,28,-0.79,180,104.7,122,105.5,243,-4.28,256
182,183,La Salle,A10,2023-10-20 00:00:00,-3.02,103.0,156,106.1,211,64.1,231,-0.023,223,3.36,102,105.2,103,101.8,106,-2.07,217
183,184,Massachusetts,A10,2023-10-19 00:00:00,-3.13,103.0,157,106.1,215,66.5,133,-0.022,220,2.04,123,104.3,129,102.3,119,-2.91,235
184,185,American,Pat,18-13,-3.16,102.7,164,105.8,206,63.4,255,-0.006,182,-7.56,274,98.2,284,105.7,253,-1.27,198
185,186,Northern Arizona,BSky,15-14,-3.33,102.1,175,105.4,197,69.4,38,0.017,127,-3.06,225,102.7,198,105.8,257,-0.15,169
186,187,South Alabama,SB,2023-12-16 00:00:00,-3.39,103.1,154,106.4,230,63.0,273,-0.039,253,-0.35,166,102.4,203,102.7,137,1.36,129
187,188,Ohio,MAC,2023-10-20 00:00:00,-3.41,101.2,194,104.6,181,64.3,222,-0.058,279,-0.14,157,103.7,151,103.8,169,-1.49,203
